name,brand,price,Processor Brand,Processor Name,Processor Generation,processor clock speed,Number of Cores,SSD,drive capacity,RAM,Dedicated Graphic Memory Capacity,screen size,Screen Resolution,weight,speakers,touchscreen,microphone,webcam
"DELL Inspiron Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/2 GB Graphics) Inspiron 3511 Thin and Light Laptop  (15.6 inch, Platinum Silver, 1.8 kg, With MS Office)",DELL,71990,Intel,Core i5,11th Gen,2.4,4.0,true,512.0,16,2 GB,15.6,2073600.0,1.8,True,True,True,True
"DELL Core i5 10th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics) 5510 D560638WIN9B Laptop  (15.6 inch, Dark Shadow Grey, With MS Office)",DELL,68990,Intel,Core i5,10th Gen,,,true,512.0,16,4 GB,15.6,2073600.0,,False,True,False,False
"Lenovo Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14ITL6 Laptop  (14 inch, Storm Grey, With MS Office)",Lenovo,72032,Intel,Core i5,11th Gen,,,true,512.0,16,,14,3136000.0,,False,True,False,False
"HP Ryzen 5 Hexa Core - (8 GB/512 GB SSD/Windows 11 Home) EQ2144AU Laptop  (15.6 inch, Natural Silver, With MS Office)",HP,47990,AMD,Ryzen 5 Hexa Core,,,,true,512.0,8,,15.6,2073600.0,,False,True,False,False
"HP Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15s- eq2144au Thin and Light Laptop  (15.6 inch, Natural Silver, 1.69 kg, With MS Office)",HP,47990,AMD,Ryzen 5 Hexa Core,,2.1,6.0,true,512.0,8,,15.6,2073600.0,1.69,True,True,True,True
"HP Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq2629TU Thin and Light Laptop  (15.6 inch, Natural Silver, 1.69 KG, With MS Office)",HP,41990,Intel,Core i3,11th Gen,1.7,4.0,true,512.0,8,,15.6,2073600.0,1.69,True,True,True,True
"Lenovo Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15ITL6 Laptop  (15.6 inch, Arctic Grey, With MS Office)",Lenovo,55999,Intel,Core i5,11th Gen,,,true,512.0,8,,15.6,2073600.0,,False,True,False,False
"ASUS Ryzen 7 Octa Core 5800HS - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics) GA401QH-HZ080TS Thin and Light Laptop  (14 inch, Moonlight White, 1.60 Kg, With MS Office)",ASUS,79990,AMD,Ryzen 7 Octa Core,,4.4,8.0,true,512.0,16,4 GB,14,2073600.0,1.60,True,True,True,False
"ASUS Ryzen 7 Octa Core 5800HS - (16 GB/512 GB SSD/Windows 10 Home/NVIDIA GeForce GTX 1650/144 HZ) GA401QH-HZ079TS Gaming Laptop  (14 inch, Eclipse Gray, 1.60 Kg, With MS Office)",ASUS,79990,AMD,Ryzen 7 Octa Core,,4.4,8.0,true,512.0,16,,14,2073600.0,1.60,True,True,True,False
"ASUS VivoBook Pro 14 OLED (2022) Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/Intel Integrated Iris Xe) K3400PA-KM502WS Gaming Laptop  (14 inch, Cool Silver, 1.40 kg, With MS Office)",ASUS,65990,Intel,Core i5,11th Gen,3.10,4.0,true,512.0,16,,14,5184000.0,1.40,True,True,True,True
"ASUS ExpertBook Core i3 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Pro) P1545FA Business Laptop  (15.6 inch, Slate Grey, 1.80 kg)",ASUS,40990,Intel,Core i3,10th Gen,2.1,2.0,true,256.0,8,,15.6,1049088.0,1.80,True,True,True,True
"acer Swift X Ryzen 7 Octa Core 5800U - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics) SFX14-41G Thin and Light Laptop  (14 inch, Safari Gold, 1.39 kg, With MS Office)",acer,99990,AMD,Ryzen 7 Octa Core,,1.90,,true,1000.0,16,4 GB,14,2073600.0,1.39,True,True,True,True
"acer Intel EVO Swift 5 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) SF514-55TA Thin and Light Laptop  (14 Inch, Mist Green, 1.05 Kg, With MS Office)",acer,74990,Intel,Core i5,11th Gen,4.20,4.0,true,512.0,8,,14,2073600.0,1.05,True,True,True,True
"Lenovo IdeaPad 3 15IML05 Core i3 10th Gen - (8 GB/Windows 11 Home) IdeaPad 3 15IML05 Thin and Light Laptop  (15.6 Inch, Platinum Grey, 1.7 kg, With MS Office)",Lenovo,33990,Intel,Core i3,10th Gen,4.1,2.0,true,,8,,15.6,2073600.0,1.7,True,True,True,True
"DELL Inspiron Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/2 GB Graphics) 5502 Thin and Light Laptop  (15.6 inch, Silver)",DELL,85990,Intel,Core i5,11th Gen,,4.0,true,512.0,8,2 GB,15.6,2073600.0,,False,True,False,True
"acer Predator Helios 300 Core i9 11th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX RTX 3060/300 Hz) PH315-54 Gaming Laptop  (15.6 inch, Abyssal Black, 2.3 Kg)",acer,139990,Intel,Core i9,11th Gen,2.50,8.0,true,1000.0,16,6 GB,15.6,2073600.0,2.3,True,True,True,True
"acer Predator Helios 300 Core i9 11th Gen - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 3070/300 Hz) PH315-54 Gaming Laptop  (15.6 inch, Abyssal Black, 2.3 Kg)",acer,169990,Intel,Core i9,11th Gen,2.50,8.0,true,1000.0,32,8 GB,15.6,2073600.0,2.3,True,True,True,True
"DELL Inspiron 3510 Pentium Quad Core 11th Gen - (4 GB/256 GB SSD/Windows 11 Home) 3510 Laptop  (15.6 inch, Black, 1.83 kg, With MS Office)",DELL,35990,Intel,Pentium Quad Core,11th Gen,1.10,,true,256.0,4,,15.6,2073600.0,1.83,True,True,True,True
"Lenovo IdeaPad Core i3 10th Gen - (4 GB/256 GB SSD/Windows 11 Home) 14IIL05 Laptop  (14 inch, Abyss Blue, With MS Office)",Lenovo,34490,Intel,Core i3,10th Gen,,,true,256.0,4,,14,2073600.0,,False,True,False,False
"DELL Inspiron 3511 Core i3 11th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 11 Home) 3511 Laptop  (15.6 inch, Black, 1.83 kg, With MS Office)",DELL,50999,Intel,Core i3,11th Gen,,,true,256.0,16,,15.6,2073600.0,1.83,False,True,False,True
"ASUS Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) X515EA-BQ312WS Laptop  (15.6 inch, Silver, With MS Office)",ASUS,37899,Intel,Core i3,11th Gen,,,true,256.0,8,,15.6,,,False,True,False,False
"ASUS ASUS TUF Gaming A17 Ryzen 7 Octa Core 4800H - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) FA706IC-HX003T Gaming Laptop  (17.3 inch, Graphite Black, 2.60 kg)",ASUS,79990,AMD,Ryzen 7 Octa Core,,4.2,8.0,true,512.0,16,4 GB,17.3,2073600.0,2.60,True,True,True,True
"HP Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s- fq4021TU Thin and Light Laptop  (15.6 Inch, Natural Silver, 1.69 Kg, With MS Office)",HP,56900,Intel,Core i5,11th Gen,4.5,4.0,true,512.0,8,,15.6,2073600.0,1.69,True,True,True,True
"HP Celeron Dual Core - (8 GB/256 GB SSD/Windows 11 Home) 14s- dq3032tu Thin and Light Laptop  (14 Inch, Jet Black, 1.46 kg, With MS Office)",HP,31390,Intel,Celeron Dual Core,,2.8,2.0,true,256.0,8,,14,1049088.0,1.46,True,True,True,True
"HP Ryzen 3 Quad Core 5300U - (8 GB/512 GB SSD/Windows 11 Home) 14s-fq1089au Thin and Light Laptop  (14 Inch, Natural Silver, 1.46 Kg kg, With MS Office)",HP,39990,AMD,Ryzen 3 Quad Core,,3.8,4.0,true,512.0,8,,14,2073600.0,1.46,True,True,True,True
"DELL Vostro Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/2 GB Graphics) Vostro 3400 Thin and Light Laptop  (14 inch, Dune, 1.59 Kg, With MS Office)",DELL,55490,Intel,Core i5,11th Gen,2.4,4.0,true,512.0,8,2 GB,14,2073600.0,1.59,True,True,True,True
"DELL Inspiron Ryzen 5 Quad Core 3450U - (8 GB/256 GB SSD/Windows 11 Home) Inspiron 3515 Thin and Light Laptop  (15.6 inch, Carbon Black, 1.8 kg, With MS Office)",DELL,44490,AMD,Ryzen 5 Quad Core,,2.1,4.0,true,256.0,8,,15.6,2073600.0,1.8,True,True,True,True
"DELL Inspiron Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 5418 Thin and Light Laptop  (14 inch, Platinum Silver, 1.46 Kg, With MS Office)",DELL,70990,Intel,Core i5,11th Gen,2.5,4.0,true,512.0,16,,14,2073600.0,1.46,True,True,True,True
"MSI Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3060) Pulse GL66 12UEK-046IN Gaming Laptop  (15.6 inch, Gray, 2.25 kg)",MSI,140990,Intel,Core i7,12th Gen,3.0,,true,1000.0,16,6 GB,15.6,3686400.0,2.25,True,True,True,True
"ASUS Zenbook Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) UX363EA-HP502WS Thin and Light Laptop  (13.3 Inch, Pine Grey, 1.30 kg, With MS Office)",ASUS,79990,Intel,Core i5,11th Gen,4.2,4.0,true,512.0,8,,13.3,2073600.0,1.30,False,True,True,True
"DELL Vostro Core i3 11th Gen - (4 GB/1 TB HDD/256 GB SSD/Windows 11 Home) Vostro 3400 Thin and Light Laptop  (14 inch, Dune, 1.59 Kg, With MS Office)",DELL,44090,Intel,Core i3,11th Gen,1.7,2.0,true,256.0,4,,14,2073600.0,1.59,True,True,True,True
"MSI Stealth GS66 Core i7 12th Gen - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 3070 Ti) stealth gs66 12ugs-038in Gaming Laptop  (15.6 Inch, Black, 2.1 Kg)",MSI,279990,Intel,Core i7,12th Gen,4.7,,true,1000.0,32,8 GB,15.6,3686400.0,2.1,True,True,True,True
"DELL Vostro Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/2 GB Graphics) Vostro 3400 Thin and Light Laptop  (14 inch, Dune, 1.59 Kg, With MS Office)",DELL,60490,Intel,Core i5,11th Gen,2.4,4.0,true,512.0,16,2 GB,14,2073600.0,1.59,True,True,True,True
"DELL Inspiron Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) INSPIRON 3511 Thin and Light Laptop  (15.6 inch, Carbon Black, 1.8 kg, With MS Office)",DELL,59890,Intel,Core i5,11th Gen,2.4,4.0,true,256.0,8,,15.6,2073600.0,1.8,True,True,True,True
"DELL Inspiron Core i3 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) Inspiron 3511 Thin and Light Laptop  (14.96 cm, Carbon Black, 1.8 kg, With MS Office)",DELL,37990,Intel,Core i3,10th Gen,1.2,2.0,true,256.0,8,,14.96,2073600.0,1.8,True,True,True,True
"DELL Vostro Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) Vostro 3400 Thin and Light Laptop  (14.96 Inch, Dune, 1.59 Kg, With MS Office)",DELL,38990,Intel,Core i3,11th Gen,1.7,2.0,true,256.0,8,,14.96,2073600.0,1.59,True,True,True,True
"MSI Delta 15 AMD Advantage Edition Ryzen 9 Octa Core 5900HX 5th Gen - (16 GB/1 TB SSD/Windows 11 Home/10 GB Graphics/AMD Radeon RX 6700M) A5EFK-083IN Gaming Laptop  (15.6 inch, Carbon Gray, 1.9 kg)",MSI,129990,AMD,Ryzen 9 Octa Core,5th Gen,3.3,8.0,true,1000.0,16,10 GB,15.6,2073600.0,1.9,True,True,True,True
"acer Aspire 5 Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) A515-45 Thin and Light Laptop  (15.6 inch, Pure Silver, 1.76 kg, With MS Office)",acer,51990,AMD,Ryzen 5 Hexa Core,,2.10,4.0,true,512.0,8,,15.6,2073600.0,1.76,True,True,True,True
"DELL Inspiron Ryzen 3 Dual Core 3250U - (8 GB/256 GB SSD/Windows 11 Home) INSPIRON 3515 Thin and Light Laptop  (15.6 Inch, Mist Blue Speckle, 1.8 Kgs, With MS Office)",DELL,40590,AMD,Ryzen 3 Dual Core,,3.5,2.0,true,256.0,8,,15.6,2073600.0,1.8,True,True,True,True
"Lenovo Core i3 10th Gen - (8 GB/1 TB HDD/Windows 11 Home) 15IML05 Laptop  (15.6 inch, Platinum Grey, With MS Office)",Lenovo,37999,Intel,Core i3,10th Gen,,,false,1000.0,8,,15.6,2073600.0,,False,True,False,False
"HP Ryzen 3 Quad Core 5300U - (8 GB/512 GB SSD/Windows 11 Home) 15s-eq2143au Thin and Light Laptop  (15.6 inch, Natural Silver, 1.69 Kg, With MS Office)",HP,38990,AMD,Ryzen 3 Quad Core,,2.6,4.0,true,512.0,8,,15.6,2073600.0,1.69,True,True,True,True
"Lenovo Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15IML05 Thin and Light Laptop  (15.6 inch, Platinum Grey, 1.7 Kg, With MS Office)",Lenovo,36990,Intel,Core i3,10th Gen,2.1,2.0,true,512.0,8,,15.6,2073600.0,1.7,True,True,True,True
"Lenovo IdeaPad Core i3 10th Gen - (4 GB/256 GB SSD/Windows 11 Home) IdeaPad 3 14IIL05 Thin and Light Laptop  (14 Inch, Abyss Blue, 1.6 kg, With MS Office)",Lenovo,31990,Intel,Core i3,10th Gen,3.4,2.0,true,256.0,4,,14,2073600.0,1.6,True,True,True,True
"Lenovo Thinpad E15 G2 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Pro/512 MB Graphics) E15 G2 Laptop  (15.6 inch, Black)",Lenovo,89998,Intel,Core i5,11th Gen,,,true,512.0,8,512 MB,15.6,2073600.0,,False,True,False,True
"HP Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 14s-fq1092au Thin and Light Laptop  (14 inch, Natural Silver, 1.46 Kg, With MS Office)",HP,47990,AMD,Ryzen 5 Hexa Core,,2.1,6.0,true,512.0,8,,14,2073600.0,1.46,True,True,True,True
"ASUS Vivobook Pro 16X OLED (2021) Ryzen 9 Octa Core 5900H 9th Gen - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX RTX 3050) M7600QC-L2044WS Gaming Laptop  (16 Inch, Black, 1.95 kg, With MS Office)",ASUS,130500,AMD,Ryzen 9 Octa Core,9th Gen,3.3,8.0,true,1000.0,16,4 GB,16,9216000.0,1.95,True,True,True,True
"DELL Inspiron 3511 Core i3 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) 3511 Laptop  (15.6 inch, Black, 1.83 kg, With MS Office)",DELL,48990,Intel,Core i3,11th Gen,,,true,256.0,8,,15.6,2073600.0,1.83,False,True,False,True
"MSI Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) Modern 14 B11MOU-861IN Thin and Light Laptop  (14 inch, Carbon Gray, 1.3 kg)",MSI,46990,Intel,Core i5,11th Gen,2.5,,true,512.0,8,,14,2073600.0,1.3,True,True,True,True
"MSI Core i7 11th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) Modern 14 B11SBU-688IN Thin and Light Laptop  (14 inch, Carbon Gray, 1.3 kg)",MSI,76990,Intel,Core i7,11th Gen,5,4.0,true,512.0,8,2 GB,14,2073600.0,1.3,True,True,True,True
"HP Pavilion x360 Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) 14-dy0190TU 2 in 1 Laptop  (14 inch, Natural Silver, 1.52 kg, With MS Office)",HP,53990,Intel,Core i3,11th Gen,1.7,4.0,true,256.0,8,,14,2073600.0,1.52,True,True,True,True
"ASUS VivoBook Flip 14 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) TP470EA-EC311WS 2 in 1 Laptop  (14 inch, Transparent Silver, 1.50 kg, With MS Office)",ASUS,52990,Intel,Core i3,11th Gen,1.7,2.0,true,512.0,8,,14,2073600.0,1.50,True,True,True,True
"ASUS VivoBook Flip 14 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) TP470EA-EC511WS 2 in 1 Laptop  (14 inch, Transparent Silver, 1.50 kg, With MS Office)",ASUS,63990,Intel,Core i5,11th Gen,2.4,4.0,true,512.0,8,,14,2073600.0,1.50,True,True,True,True
"ASUS VivoBook Flip 14 Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) TP470EA-EC301WS 2 in 1 Laptop  (14 Inch, Transparent Silver, 1.50 kg, With MS Office)",ASUS,49990,Intel,Core i3,11th Gen,4.1,2.0,true,256.0,8,,14,2073600.0,1.50,True,True,True,True
"HP Ryzen 3 Dual Core - (8 GB/512 GB SSD/Windows 11 Home) 245 G8 Laptop  (14 inch, Black, With MS Office)",HP,44190,AMD,Ryzen 3 Dual Core,,,,true,512.0,8,,14,1049088.0,,False,True,False,False
"ASUS Vivobook 14 Pentium Quad Core - (8 GB/256 GB SSD/Windows 11 Home) E410KA-EK101WS Thin and Light Laptop  (14.1 inch, Peacock Blue, With MS Office)",ASUS,36490,Intel,Pentium Quad Core,,1.1,4.0,true,256.0,8,,14.1,2073600.0,,True,True,True,True
"ASUS Vivobook 14 Pentium Quad Core - (8 GB/256 GB SSD/Windows 11 Home) E410KA-EK103WS Thin and Light Laptop  (14 inch, Star Black, 1.3 kg, With MS Office)",ASUS,33990,Intel,Pentium Quad Core,,1.1,4.0,true,256.0,8,,14,2073600.0,1.3,True,True,True,True
"ASUS Vivo Book Core i3 10th Gen - (4 GB/1 TB HDD/Windows 10 Home) X515FA-BR301T Laptop  (15.6 inch, Slate Grey, 1.80 kg)",ASUS,38000,Intel,Core i3,10th Gen,2.1,,false,1000.0,4,,15.6,1049088.0,1.80,False,True,False,True
"Lenovo Ryzen 7 Octa Core 5800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics) 15ACH6 Laptop  (15.6 inch, Shadow_black, 2.4 Kg)",Lenovo,74590,AMD,Ryzen 7 Octa Core,,3.2,8.0,true,512.0,16,4 GB,15.6,2073600.0,2.4,True,True,True,True
"acer Core i3 11th Gen - (4 GB/1 TB HDD/Windows 10 Home) EX215-54 Notebook  (15.6 inch, Black)",acer,36999,Intel,Core i3,11th Gen,,,false,1000.0,4,,15.6,2073600.0,,False,True,False,False
"Lenovo IdeaPad 5 Pro Ryzen 7 Hexa Core - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce NVIDIA GeForce GTX 1650 4GB GDDR6) 16ACH6 Gaming Laptop  (16 Inch, Storm Grey, 1.41 kg, With MS Office)",Lenovo,79620,Intel,Ryzen 7 Hexa Core,,4.2,,true,512.0,16,4 GB,16,3136000.0,1.41,True,True,True,True
"HP Core i7 11th Gen - (8 GB/512 GB SSD/Windows 10 Pro) PROBOOK 440 G8 Business Laptop  (14 inch, Grey)",HP,119599,Intel,Core i7,11th Gen,,,true,512.0,8,,14,1049088.0,,False,True,False,False
"Lenovo Yoga 6 Ryzen 5 Hexa Core 5500U - (16 GB/1 TB SSD/Windows 11 Home) Yoga 6 Thin and Light Laptop  (13.3 inch, Abyss Blue, 1.31 kg, With MS Office)",Lenovo,79978,AMD,Ryzen 5 Hexa Core,,2.10,4.0,true,1000.0,16,,13.3,2073600.0,1.31,True,True,True,True
"Lenovo Ideapad Slim 5i Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) 15 ITL 05 Thin and Light Laptop  (15.6 Inch, Graphite Grey, 1.66 KG, With MS Office)",Lenovo,68498,Intel,Core i5,11th Gen,2.4,4.0,true,512.0,16,,15.6,2073600.0,1.66,True,True,True,True
"Lenovo Ideapad Slim 3i (2021) Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) Ideapad Slim 3i Thin and Light Laptop  (15.6 Inch, Platinum Grey, 1.65 KG, With MS Office)",Lenovo,36599,Intel,Core i3,10th Gen,2.1,4.0,true,512.0,8,,15.6,2073600.0,1.65,True,True,True,True
"Lenovo Core i7 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14ITL6 Laptop  (14.22 inch, Storm Grey, With MS Office)",Lenovo,85999,Intel,Core i7,11th Gen,,,true,512.0,16,,14.22,3136000.0,,False,True,False,False
"Lenovo Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 14ITL05 Laptop  (14 inch, Platinum Grey, With MS Office)",Lenovo,40490,Intel,Core i3,11th Gen,,,true,512.0,8,,14,2073600.0,,False,True,False,False
"HP Omen Core i7 11th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX RTX 3060) 16-b0360TX Gaming Laptop  (16.1 Inch, Shadow Black, 2.32 Kg, With MS Office)",HP,133990,Intel,Core i7,11th Gen,4.6,8.0,true,1000.0,16,6 GB,16.1,2073600.0,2.32,True,True,True,True
"ASUS Vivobook 15 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515EA-EJ322WS Laptop  (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)",ASUS,41690,Intel,Core i3,11th Gen,3.0,2.0,true,512.0,8,,15.6,2073600.0,1.80,True,True,True,True
"Lenovo IdeaPad 3 Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) 15ITL6 Laptop  (15 inch, Arctic Grey, With MS Office)",Lenovo,41490,Intel,Core i3,11th Gen,,,true,256.0,8,,15,2073600.0,,False,True,False,False
"DELL Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) 3000 Laptop  (15.6 inch, Carbon Black, With MS Office)",DELL,59990,Intel,Core i5,11th Gen,,,true,256.0,8,,15.6,2073600.0,,False,True,False,False
"LG Gram Core i5 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) Gram 14Z90P-G.AJ61A2 Thin and Light Laptop  (14 inch, Snow White, 0.99 kg)",LG,76990,Intel,Core i5,11th Gen,2.4,,true,256.0,8,,14,2073600.0,0.99,True,True,True,True
"LG Gram Core i5 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) Gram 14Z90P-G.AJ63A2 Thin and Light Laptop  (14 inch, Quarts Silver, 0.99 kg)",LG,76990,Intel,Core i5,11th Gen,2.4,,true,256.0,8,,14,2073600.0,0.99,True,True,True,True
"Lenovo Ideapad Slim 3i (2021) Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) Ideapad Slim 3i Thin and Light Laptop  (15.6 Inch, Arctic Grey, 1.65 KG, With MS Office)",Lenovo,39988,Intel,Core i3,11th Gen,2.1,4.0,true,256.0,8,,15.6,2073600.0,1.65,True,True,True,True
"LG Gram Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) Gram 16Z90P-G.AJ64A2 Thin and Light Laptop  (16 inch, Snow White, 1.19 kg)",LG,86990,Intel,Core i5,11th Gen,2.4,,true,512.0,8,,16,4096000.0,1.19,True,True,True,True
"acer Aspire 3 Ryzen 5 Quad Core 3500U - (8 GB/512 GB SSD/Windows 11 Home) A315-23 Laptop  (15.6 inch, Pure Silver, 1.9 kg)",acer,42990,AMD,Ryzen 5 Quad Core,,2.10,4.0,true,512.0,8,,15.6,2073600.0,1.9,True,True,True,True
"ASUS ROG Strix G15 Ryzen 9 Octa Core 5900HX - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 3050 Ti) G513QE-HN166TS Gaming Laptop  (15.6 inch, Eclipse Gray, 2.10 kg)",ASUS,97990,AMD,Ryzen 9 Octa Core,,4.6,8.0,true,512.0,16,4 GB,15.6,2073600.0,2.10,True,True,True,False
"acer Aspire 3 Core i3 11th Gen - (4 GB/256 GB SSD/Windows 11 Home) A315-58 Thin and Light Laptop  (15.6 inch, Pure Silver, 1.7 kg)",acer,34999,Intel,Core i3,11th Gen,3.00,2.0,true,256.0,4,,15.6,2073600.0,1.7,True,True,True,True
"ASUS ROG Strix G15 Ryzen 9 Octa Core 5900HX - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX 3060) G513QM-HQ403TS Gaming Laptop  (15.6 inch, Eclipse Gray, 2.30 kg, With MS Office)",ASUS,135990,AMD,Ryzen 9 Octa Core,,3.3,8.0,true,1000.0,16,6 GB,15.6,3686400.0,2.30,True,True,True,False
"ASUS Pentium Quad Core - (4 GB/1 TB HDD/Windows 10 Home) X543MA-DM101T Laptop  (15.6 inch, Transparent Silver, 1.90 kg)",ASUS,27990,Intel,Pentium Quad Core,,1.10,4.0,false,1000.0,4,,15.6,2073600.0,1.90,True,True,True,True
"acer Aspire Vero(Green PC ) Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) AV15-51 Thin and Light Laptop  (15.6 inch, Volcano Gray, 1.8 kg, With MS Office)",acer,57990,Intel,Core i5,11th Gen,2.50,4.0,true,512.0,8,,15.6,2073600.0,1.8,True,True,True,True
"ASUS Vivobook 14 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) X415EA-EB322WS Thin and Light Laptop  (14.1 inch, Transparent Silver, 1.6 kg, With MS Office)",ASUS,39990,Intel,Core i3,11th Gen,3.0,2.0,true,512.0,8,,14.1,2073600.0,1.6,True,True,True,True
"ASUS Vivobook 17 Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) X712EA-AU521WS Laptop  (17.3 inch, Transparent Silver, 2.3 kg, With MS Office)",ASUS,57710,Intel,Core i5,11th Gen,2.4,4.0,true,512.0,16,,17.3,2073600.0,2.3,True,True,True,True
"ASUS Ryzen 9 Octa Core 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX RTX 3060 6GB Graphics) GA401QM-K2330TS Gaming Laptop  (14 inch, White, With MS Office)",ASUS,131990,AMD,Ryzen 9 Octa Core,11th Gen,,,true,1000.0,16,6 GB,14,3686400.0,,False,True,False,False
"HP Core i3 11th Gen - (8 GB/1 TB HDD/Windows 10) 240 G8 Laptop  (15.6 inch, Black, With MS Office)",HP,43990,Intel,Core i3,11th Gen,,,false,1000.0,8,,15.6,2073600.0,,False,True,False,False
"ASUS Vivobook Core i5 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) X415EA-EB502TS Thin and Light Laptop  (14 inch, Transparent Silver, 1.55 kg, With MS Office)",ASUS,46990,Intel,Core i5,11th Gen,2.4,2.0,true,256.0,8,,14,2073600.0,1.55,True,True,True,True
"DELL Inspiron Ryzen 3 Dual Core 3250U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3515 Thin and Light Laptop  (15.6 Inch, Platinum Silver, 1.8 Kgs, With MS Office)",DELL,43490,AMD,Ryzen 3 Dual Core,,3.5,2.0,true,512.0,8,,15.6,2073600.0,1.8,True,True,True,True
"DELL Inspiron Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) INSPIRON 3511 Thin and Light Laptop  (14.96 Inch, Platinum Silver, 1.8 Kgs, With MS Office)",DELL,45490,Intel,Core i3,11th Gen,4.1,2.0,true,512.0,8,,14.96,2073600.0,1.8,True,True,True,True
"DELL Inspiron Core i3 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) Inspiron 3511 Thin and Light Laptop  (15.6 Inch, Carbon Black, 1.8 Kgs, With MS Office)",DELL,48990,Intel,Core i3,11th Gen,4.1,2.0,true,256.0,8,,15.6,2073600.0,1.8,True,True,True,True
